,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
7755,ins_499829221,R2_1,j_725965,1,Terminated,628333,628601,m_3589,1,1,98.0,195.0,0.41,0.66
7759,ins_55709554,R2_1,j_725965,1,Terminated,628333,628595,m_214,1,1,100.0,202.0,0.41,0.66
7764,ins_83509528,R2_1,j_725965,1,Terminated,628333,628598,m_3583,1,1,99.0,194.0,0.41,0.66
7774,ins_1006817174,R2_1,j_725965,1,Terminated,628334,628655,m_97,1,1,85.0,180.0,0.41,0.66
7779,ins_964500136,R2_1,j_725965,1,Terminated,628333,628584,m_794,1,1,100.0,203.0,0.41,0.66
7781,ins_1034706196,R2_1,j_725965,1,Terminated,628334,628581,m_1424,1,1,103.0,202.0,0.41,0.66
7788,ins_55712081,R2_1,j_725965,1,Terminated,628333,628607,m_2432,1,1,96.0,190.0,0.41,0.66
7797,ins_626999417,R2_1,j_725965,1,Terminated,628334,628636,m_3151,1,1,89.0,181.0,0.41,0.66
7802,ins_210485473,R2_1,j_725965,1,Terminated,628334,628612,m_2846,1,1,93.0,192.0,0.41,0.66
7803,ins_545646961,R2_1,j_725965,1,Terminated,628334,628648,m_2885,1,1,86.0,177.0,0.42,0.66
7805,ins_664818828,R2_1,j_725965,1,Terminated,628334,628600,m_682,1,1,97.0,199.0,0.42,0.66
7807,ins_57588018,R2_1,j_725965,1,Terminated,628333,628611,m_2372,1,1,95.0,204.0,0.43,0.66
7810,ins_1169850721,R2_1,j_725965,1,Terminated,628334,628638,m_138,1,1,88.0,177.0,0.41,0.66
7814,ins_1006825410,R2_1,j_725965,1,Terminated,628333,628583,m_821,1,1,102.0,202.0,0.41,0.66
7819,ins_790715972,R2_1,j_725965,1,Terminated,628333,628574,m_1387,1,1,102.0,200.0,0.4,0.66
7821,ins_1183102586,R2_1,j_725965,1,Terminated,628334,628650,m_1552,1,1,85.0,185.0,0.42,0.66
7823,ins_1160265838,R2_1,j_725965,1,Terminated,628333,628612,m_2629,1,1,93.0,197.0,0.43,0.66
