,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
1498,ins_1182671256,M13,j_590737,1,Terminated,170278,170346,m_2974,1,1,10.0,17.0,0.07,0.08
1499,ins_1225097786,M13,j_590737,1,Terminated,170277,170351,m_2748,1,1,10.0,48.0,0.07,0.08
1500,ins_449881066,M13,j_590737,1,Terminated,170277,170343,m_1925,1,1,9.0,46.0,0.07,0.08
1501,ins_112935162,M13,j_590737,1,Terminated,170277,170345,m_1550,1,1,8.0,52.0,0.07,0.08
1502,ins_1086036185,M13,j_590737,1,Terminated,170278,170338,m_2207,1,1,10.0,24.0,0.07,0.08
1503,ins_1315044946,M13,j_590737,1,Terminated,170277,170333,m_3460,1,1,10.0,44.0,0.07,0.08
1504,ins_1031759381,M13,j_590737,1,Terminated,170278,170338,m_1627,1,1,10.0,16.0,0.07,0.08
1505,ins_29997811,M13,j_590737,1,Terminated,170277,170345,m_2516,1,1,11.0,39.0,0.07,0.08
1507,ins_485006248,M13,j_590737,1,Terminated,170277,170349,m_3317,1,1,10.0,16.0,0.07,0.08
1508,ins_659598571,M13,j_590737,1,Terminated,170277,170331,m_2618,1,1,10.0,62.0,0.07,0.08
1509,ins_283630795,M13,j_590737,1,Terminated,170277,170351,m_2907,1,1,9.0,34.0,0.07,0.08
1510,ins_666152820,M13,j_590737,1,Terminated,170278,170349,m_3050,1,1,9.0,17.0,0.07,0.08
1511,ins_608988868,M13,j_590737,1,Terminated,170278,170348,m_207,1,1,10.0,21.0,0.07,0.08
1512,ins_123586591,M13,j_590737,1,Terminated,170277,170343,m_3399,1,1,9.0,100.0,0.07,0.08
1513,ins_1002719881,M13,j_590737,1,Terminated,170277,170349,m_1972,1,1,8.0,37.0,0.06,0.08
1514,ins_52512428,M13,j_590737,1,Terminated,170277,170341,m_532,1,1,9.0,41.0,0.07,0.08
1515,ins_511099014,M13,j_590737,1,Terminated,170277,170347,m_557,1,1,10.0,27.0,0.07,0.08
1516,ins_140660725,M13,j_590737,1,Terminated,170278,170348,m_3759,1,1,10.0,17.0,0.07,0.08
1517,ins_759870542,M13,j_590737,1,Terminated,170277,170341,m_903,1,1,10.0,37.0,0.07,0.08
1518,ins_285145228,M13,j_590737,1,Terminated,170278,170339,m_3511,1,1,9.0,15.0,0.07,0.08
1519,ins_204940250,M13,j_590737,1,Terminated,170278,170348,m_2754,1,1,10.0,20.0,0.07,0.08
1520,ins_1348399332,M13,j_590737,1,Terminated,170277,170344,m_573,1,1,9.0,71.0,0.06,0.08
1521,ins_403659589,M13,j_590737,1,Terminated,170277,170343,m_3566,1,1,8.0,15.0,0.06,0.08
1522,ins_19535142,M13,j_590737,1,Terminated,170277,170351,m_1060,1,1,9.0,100.0,0.07,0.08
1523,ins_212574900,M13,j_590737,1,Terminated,170277,170337,m_2215,1,1,8.0,29.0,0.06,0.07
1524,ins_842025413,M13,j_590737,1,Terminated,170278,170336,m_3744,1,1,8.0,21.0,0.06,0.08
1525,ins_1175632250,M13,j_590737,1,Terminated,170278,170348,m_26,1,1,8.0,15.0,0.06,0.07
1526,ins_1291450324,M13,j_590737,1,Terminated,170277,170347,m_3041,1,1,8.0,32.0,0.07,0.08
1527,ins_350872824,M13,j_590737,1,Terminated,170277,170346,m_1160,1,1,9.0,29.0,0.07,0.08
1528,ins_912342103,M13,j_590737,1,Terminated,170277,170337,m_594,1,1,9.0,29.0,0.07,0.08
1530,ins_320948774,M13,j_590737,1,Terminated,170277,170340,m_2403,1,1,9.0,15.0,0.07,0.08
1531,ins_619278157,M13,j_590737,1,Terminated,170278,170338,m_236,1,1,9.0,22.0,0.07,0.08
1532,ins_1248180563,M13,j_590737,1,Terminated,170277,170345,m_2048,1,1,10.0,27.0,0.07,0.08
1533,ins_90474061,M13,j_590737,1,Terminated,170278,170348,m_3660,1,1,8.0,16.0,0.06,0.08
1534,ins_1311883425,M13,j_590737,1,Terminated,170277,170345,m_1774,1,1,10.0,31.0,0.07,0.08
1535,ins_228049877,M13,j_590737,1,Terminated,170277,170349,m_2048,1,1,10.0,17.0,0.07,0.08
1536,ins_1104357907,M13,j_590737,1,Terminated,170277,170323,m_2476,1,1,11.0,41.0,0.07,0.08
1537,ins_677086146,M13,j_590737,1,Terminated,170277,170343,m_1492,1,1,9.0,56.0,0.07,0.08
1538,ins_1319358292,M13,j_590737,1,Terminated,170277,170339,m_2029,1,1,9.0,25.0,0.06,0.08
1539,ins_731979174,M13,j_590737,1,Terminated,170277,170341,m_3149,1,1,9.0,56.0,0.07,0.09
1541,ins_833561696,M13,j_590737,1,Terminated,170277,170331,m_3374,1,1,9.0,47.0,0.06,0.08
