,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
3221,ins_1082154058,M5_2_4,j_309079,1,Terminated,213671,214331,m_2836,1,1,71.0,98.0,0.07,0.09
3222,ins_45367895,M5_2_4,j_309079,1,Terminated,213670,214177,m_549,1,1,87.0,99.0,0.05,0.06
3223,ins_253679679,M5_2_4,j_309079,1,Terminated,213670,214119,m_53,1,1,91.0,101.0,0.07,0.08
3224,ins_406786885,M5_2_4,j_309079,1,Terminated,213670,214178,m_3204,1,1,85.0,98.0,0.05,0.05
3225,ins_911011205,M5_2_4,j_309079,1,Terminated,213673,214528,m_3927,1,1,56.0,85.0,0.06,0.09
3226,ins_325424137,M5_2_4,j_309079,1,Terminated,213670,214104,m_2490,1,1,92.0,100.0,0.05,0.06
3227,ins_488124352,M5_2_4,j_309079,1,Terminated,213670,214116,m_2420,1,1,92.0,102.0,0.06,0.07
3228,ins_542745036,M5_2_4,j_309079,1,Terminated,213670,214196,m_3781,1,1,84.0,100.0,0.05,0.05
3229,ins_1000812221,M5_2_4,j_309079,1,Terminated,213670,214162,m_3145,1,1,87.0,99.0,0.08,0.11
3230,ins_650152440,M5_2_4,j_309079,1,Terminated,213671,214329,m_895,1,1,71.0,100.0,0.08,0.11
3231,ins_919491669,M5_2_4,j_309079,1,Terminated,213670,214127,m_3889,1,1,88.0,100.0,0.05,0.06
3232,ins_162064343,M5_2_4,j_309079,1,Terminated,213670,214047,m_1682,1,1,98.0,102.0,0.09,0.11
3233,ins_126717844,M5_2_4,j_309079,1,Terminated,213670,214221,m_1970,1,1,81.0,96.0,0.05,0.06
3234,ins_892203224,M5_2_4,j_309079,1,Terminated,213670,214045,m_3916,1,1,96.0,102.0,0.05,0.05
3235,ins_172335759,M5_2_4,j_309079,1,Terminated,213670,214056,m_3279,1,1,85.0,96.0,0.05,0.05
3236,ins_487442370,M5_2_4,j_309079,1,Terminated,213670,214059,m_2032,1,1,98.0,102.0,0.05,0.06
3237,ins_126718236,M5_2_4,j_309079,1,Terminated,213670,214097,m_2164,1,1,90.0,98.0,0.06,0.07
