,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
0,ins_1178158572,M2,j_313165,1,Terminated,266349,266400,m_3139,1,1,88,98,0.1,0.11
1,ins_1248717093,M2,j_313165,1,Terminated,266292,266350,m_1194,1,1,85,96,0.1,0.1
2,ins_683226899,M2,j_313165,1,Terminated,266347,266401,m_456,1,1,84,96,0.11,0.11
3,ins_1215818897,M2,j_313165,1,Terminated,266358,266412,m_404,1,1,76,91,0.11,0.11
4,ins_916002999,M2,j_313165,1,Terminated,266232,266292,m_2427,1,1,82,96,0.07,0.08
5,ins_963496631,M2,j_313165,1,Terminated,266405,266477,m_3553,1,1,72,100,0.11,0.11
6,ins_690014536,M2,j_313165,1,Terminated,266358,266408,m_3297,1,1,82,94,0.11,0.11
7,ins_1250267754,M2,j_313165,1,Terminated,266408,266475,m_138,1,1,76,93,0.11,0.11
8,ins_265030093,M2,j_313165,1,Terminated,266378,266386,m_2072,1,1,76,93,0.1,0.1
9,ins_191777431,M2,j_313165,1,Terminated,266358,266406,m_3774,1,1,84,101,0.1,0.11
10,ins_607323215,M2,j_313165,1,Terminated,266292,266344,m_2779,1,1,90,100,0.1,0.1
12,ins_699308554,M2,j_313165,1,Terminated,266359,266408,m_3551,1,1,80,97,0.11,0.11
13,ins_511718961,M2,j_313165,1,Terminated,266226,266281,m_3237,1,1,85,99,0.07,0.08
14,ins_1233036994,M2,j_313165,1,Terminated,266231,266293,m_1427,1,1,82,93,0.07,0.08
15,ins_1300434329,M2,j_313165,1,Terminated,266401,266458,m_3366,1,1,81,99,0.11,0.11
16,ins_909712893,M2,j_313165,1,Terminated,266351,266404,m_2128,1,1,84,99,0.11,0.11
17,ins_909355845,M2,j_313165,1,Terminated,266305,266368,m_706,1,1,79,95,0.1,0.1
18,ins_14632631,M2,j_313165,1,Terminated,266227,266285,m_2264,1,1,81,96,0.07,0.08
19,ins_508745751,M2,j_313165,1,Terminated,266232,266301,m_1471,1,1,72,89,0.07,0.08
20,ins_971274665,M2,j_313165,1,Terminated,266347,266400,m_3381,1,1,84,100,0.11,0.11
21,ins_281964827,M2,j_313165,1,Terminated,266292,266344,m_1994,1,1,87,99,0.1,0.1
22,ins_1298232741,M2,j_313165,1,Terminated,266232,266287,m_2412,1,1,86,99,0.07,0.08
23,ins_899559903,M2,j_313165,1,Terminated,266400,266464,m_1905,1,1,79,101,0.11,0.11
24,ins_1169367203,M2,j_313165,1,Terminated,266292,266340,m_204,1,1,92,101,0.1,0.1
25,ins_895211318,M2,j_313165,1,Terminated,266400,266461,m_3842,1,1,79,99,0.11,0.11
26,ins_494443993,M2,j_313165,1,Terminated,266392,266440,m_3657,1,1,92,102,0.11,0.11
27,ins_893745204,M2,j_313165,1,Terminated,266401,266454,m_1858,1,1,87,99,0.11,0.11
28,ins_493837446,M2,j_313165,1,Terminated,266390,266469,m_392,1,1,70,89,0.11,0.11
29,ins_493104310,M2,j_313165,1,Terminated,266286,266336,m_3292,1,1,91,101,0.09,0.1
30,ins_977127019,M2,j_313165,1,Terminated,266401,266461,m_3229,1,1,81,100,0.11,0.11
31,ins_48750033,M2,j_313165,1,Terminated,266358,266401,m_2617,1,1,83,94,0.1,0.11
32,ins_891151794,M2,j_313165,1,Terminated,266292,266340,m_1607,1,1,93,102,0.09,0.1
33,ins_719554455,M2,j_313165,1,Terminated,266365,266378,m_1195,1,1,89,95,0.11,0.11
34,ins_169678842,M2,j_313165,1,Terminated,266399,266454,m_3082,1,1,80,97,0.11,0.11
35,ins_724680848,M2,j_313165,1,Terminated,266291,266342,m_56,1,1,92,101,0.1,0.1
36,ins_301819869,M2,j_313165,1,Terminated,266299,266358,m_621,1,1,81,89,0.1,0.11
37,ins_301913750,M2,j_313165,1,Terminated,266305,266367,m_65,1,1,80,92,0.1,0.1
38,ins_53334698,M2,j_313165,1,Terminated,266291,266343,m_1014,1,1,88,100,0.1,0.1
39,ins_481236222,M2,j_313165,1,Terminated,266232,266297,m_3377,1,1,80,92,0.07,0.08
40,ins_479329795,M2,j_313165,1,Terminated,266292,266346,m_887,1,1,86,100,0.1,0.11
41,ins_882187423,M2,j_313165,1,Terminated,266405,266466,m_2268,1,1,81,99,0.11,0.11
42,ins_1260641959,M2,j_313165,1,Terminated,266291,266339,m_2476,1,1,91,100,0.1,0.1
44,ins_731596644,M2,j_313165,1,Terminated,266399,266452,m_2417,1,1,86,100,0.11,0.11
45,ins_990731652,M2,j_313165,1,Terminated,266351,266404,m_20,1,1,85,97,0.11,0.11
47,ins_312722762,M2,j_313165,1,Terminated,266399,266454,m_1365,1,1,87,99,0.11,0.11
48,ins_992555429,M2,j_313165,1,Terminated,266404,266468,m_3761,1,1,82,100,0.11,0.11
49,ins_1080042136,M2,j_313165,1,Terminated,266297,266349,m_2968,1,1,85,99,0.1,0.1
50,ins_17956381,M2,j_313165,1,Terminated,266351,266401,m_210,1,1,88,99,0.1,0.11
51,ins_742311127,M2,j_313165,1,Terminated,266226,266287,m_417,1,1,83,95,0.07,0.08
52,ins_742628432,M2,j_313165,1,Terminated,266231,266289,m_2846,1,1,82,100,0.07,0.08
53,ins_1207167135,M2,j_313165,1,Terminated,266399,266453,m_3329,1,1,87,101,0.11,0.11
54,ins_148763461,M2,j_313165,1,Terminated,266230,266282,m_717,1,1,92,101,0.07,0.08
55,ins_1288630175,M2,j_313165,1,Terminated,266231,266287,m_2156,1,1,87,99,0.07,0.08
56,ins_853651596,M2,j_313165,1,Terminated,266292,266344,m_1648,1,1,89,99,0.1,0.1
58,ins_334498147,M2,j_313165,1,Terminated,266349,266403,m_2020,1,1,83,100,0.1,0.1
59,ins_454457565,M2,j_313165,1,Terminated,266226,266297,m_1822,1,1,70,88,0.07,0.08
62,ins_561497406,M2,j_313165,1,Terminated,266303,266360,m_2166,1,1,85,96,0.1,0.1
