,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
4392,ins_169344925,J7_1_6,j_218745,1,Terminated,283046,283390,m_2936,1,1,64.0,117.0,0.42,0.69
4398,ins_1297950772,J7_1_6,j_218745,1,Terminated,283050,283405,m_3873,1,1,63.0,101.0,0.42,0.69
4400,ins_724395164,J7_1_6,j_218745,1,Terminated,283047,283383,m_3581,1,1,64.0,108.0,0.43,0.69
4409,ins_967225766,J7_1_6,j_218745,1,Terminated,283047,283400,m_2242,1,1,63.0,97.0,0.43,0.69
4413,ins_77709403,J7_1_6,j_218745,1,Terminated,283048,283387,m_3204,1,1,64.0,108.0,0.43,0.69
4421,ins_576249868,J7_1_6,j_218745,1,Terminated,283042,283351,m_2562,1,1,74.0,110.0,0.41,0.69
4427,ins_805727445,J7_1_6,j_218745,1,Terminated,283046,283442,m_2419,1,1,59.0,96.0,0.43,0.69
4431,ins_159060205,J7_1_6,j_218745,1,Terminated,283051,283371,m_3092,1,1,71.0,95.0,0.41,0.69
4437,ins_306966597,J7_1_6,j_218745,1,Terminated,283041,283291,m_66,1,1,85.0,112.0,0.41,0.69
4438,ins_141709996,J7_1_6,j_218745,1,Terminated,283051,283330,m_3836,1,1,79.0,100.0,0.41,0.69
4445,ins_691512260,J7_1_6,j_218745,1,Terminated,283041,283385,m_2709,1,1,65.0,103.0,0.43,0.69
4447,ins_304391373,J7_1_6,j_218745,1,Terminated,283046,283388,m_764,1,1,68.0,103.0,0.42,0.69
4465,ins_923087327,J7_1_6,j_218745,1,Terminated,283039,283376,m_477,1,1,64.0,102.0,0.43,0.69
4470,ins_561558840,J7_1_6,j_218745,1,Terminated,283052,283383,m_244,1,1,67.0,115.0,0.43,0.69
4488,ins_1126373694,J7_1_6,j_218745,1,Terminated,283050,283350,m_3831,1,1,68.0,106.0,0.43,0.69
4493,ins_803671744,J7_1_6,j_218745,1,Terminated,283043,283325,m_3722,1,1,77.0,107.0,0.4,0.69
4494,ins_433943093,J7_1_6,j_218745,1,Terminated,283052,283377,m_2825,1,1,67.0,105.0,0.42,0.69
4500,ins_904430509,J7_1_6,j_218745,1,Terminated,283043,283375,m_548,1,1,66.0,101.0,0.43,0.69
4501,ins_561559195,J7_1_6,j_218745,1,Terminated,283044,283398,m_2026,1,1,63.0,103.0,0.43,0.69
4508,ins_722341958,J7_1_6,j_218745,1,Terminated,283040,283376,m_2207,1,1,67.0,104.0,0.44,0.69
4509,ins_1090342786,J7_1_6,j_218745,1,Terminated,283041,283395,m_2215,1,1,64.0,111.0,0.43,0.69
4523,ins_963685398,J7_1_6,j_218745,1,Terminated,283040,283311,m_3833,1,1,81.0,105.0,0.41,0.69
4524,ins_377365559,J7_1_6,j_218745,1,Terminated,283043,283293,m_2259,1,1,85.0,113.0,0.41,0.69
4527,ins_1307405034,J7_1_6,j_218745,1,Terminated,283046,283341,m_3457,1,1,71.0,111.0,0.41,0.69
4530,ins_6635704,J7_1_6,j_218745,1,Terminated,283048,283381,m_2600,1,1,66.0,103.0,0.43,0.69
4533,ins_306969016,J7_1_6,j_218745,1,Terminated,283041,283419,m_1237,1,1,61.0,96.0,0.43,0.69
4538,ins_844883398,J7_1_6,j_218745,1,Terminated,283045,283337,m_2775,1,1,71.0,131.0,0.42,0.69
4552,ins_368058029,J7_1_6,j_218745,1,Terminated,283049,283318,m_3894,1,1,81.0,104.0,0.41,0.69
4563,ins_439133448,J7_1_6,j_218745,1,Terminated,283049,283322,m_2496,1,1,79.0,108.0,0.4,0.69
4567,ins_77709944,J7_1_6,j_218745,1,Terminated,283050,283386,m_1321,1,1,70.0,95.0,0.42,0.69
4569,ins_41764121,J7_1_6,j_218745,1,Terminated,283046,283347,m_1481,1,1,71.0,119.0,0.42,0.69
4570,ins_1332930953,J7_1_6,j_218745,1,Terminated,283044,283379,m_1434,1,1,66.0,102.0,0.43,0.69
4571,ins_704364046,J7_1_6,j_218745,1,Terminated,283049,283359,m_1636,1,1,75.0,116.0,0.42,0.69
4574,ins_844882968,J7_1_6,j_218745,1,Terminated,283046,283435,m_1189,1,1,59.0,100.0,0.43,0.69
4577,ins_968388081,J7_1_6,j_218745,1,Terminated,283047,283362,m_403,1,1,72.0,105.0,0.42,0.69
4584,ins_1334383493,J7_1_6,j_218745,1,Terminated,283042,283330,m_395,1,1,77.0,130.0,0.41,0.69
4591,ins_763557863,J7_1_6,j_218745,1,Terminated,283050,283331,m_3283,1,1,80.0,110.0,0.42,0.69
4596,ins_760414760,J7_1_6,j_218745,1,Terminated,283041,283358,m_2174,1,1,71.0,125.0,0.42,0.69
4597,ins_214672092,J7_1_6,j_218745,1,Terminated,283046,283379,m_577,1,1,65.0,100.0,0.43,0.69
4606,ins_1253020472,J7_1_6,j_218745,1,Terminated,283049,283402,m_251,1,1,66.0,108.0,0.43,0.69
4608,ins_42284704,J7_1_6,j_218745,1,Terminated,283043,283288,m_2866,1,1,86.0,107.0,0.41,0.69
4612,ins_1144731290,J7_1_6,j_218745,1,Terminated,283043,283335,m_3919,1,1,79.0,122.0,0.41,0.69
4618,ins_678471413,J7_1_6,j_218745,1,Terminated,283043,283436,m_595,1,1,58.0,102.0,0.43,0.69
4627,ins_87979154,J7_1_6,j_218745,1,Terminated,283046,283373,m_2033,1,1,69.0,106.0,0.42,0.69
4628,ins_1129327143,J7_1_6,j_218745,1,Terminated,283042,283368,m_3482,1,1,69.0,103.0,0.44,0.69
4636,ins_601782864,J7_1_6,j_218745,1,Terminated,283042,283315,m_3049,1,1,81.0,121.0,0.41,0.69
4639,ins_1288173097,J7_1_6,j_218745,1,Terminated,283047,283296,m_3191,1,1,85.0,104.0,0.41,0.69
4643,ins_1119726970,J7_1_6,j_218745,1,Terminated,283045,283328,m_3800,1,1,80.0,120.0,0.41,0.69
4649,ins_141710735,J7_1_6,j_218745,1,Terminated,283044,283336,m_2963,1,1,78.0,116.0,0.41,0.69
4656,ins_1129327821,J7_1_6,j_218745,1,Terminated,283046,283354,m_483,1,1,68.0,123.0,0.44,0.69
