,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
3721,ins_842885383,M2,j_313165,1,Terminated,266227,266276,m_916,1,1,87.0,101.0,0.07,0.08
3722,ins_706776631,M2,j_313165,1,Terminated,266363,266379,m_1210,1,1,79.0,96.0,0.11,0.11
3723,ins_236711091,M2,j_313165,1,Terminated,266304,266368,m_2981,1,1,82.0,94.0,0.1,0.1
3724,ins_1253001190,M2,j_313165,1,Terminated,266304,266361,m_452,1,1,83.0,93.0,0.1,0.11
3725,ins_30460698,M2,j_313165,1,Terminated,266343,266393,m_3753,1,1,88.0,101.0,0.11,0.11
3726,ins_1137760949,M2,j_313165,1,Terminated,266401,266462,m_3350,1,1,77.0,98.0,0.11,0.11
3727,ins_29147992,M2,j_313165,1,Terminated,266294,266346,m_3349,1,1,88.0,98.0,0.09,0.1
3729,ins_871823297,M2,j_313165,1,Terminated,266226,266290,m_2260,1,1,76.0,95.0,0.07,0.08
3730,ins_238981578,M2,j_313165,1,Terminated,266230,266294,m_2365,1,1,80.0,95.0,0.07,0.08
3731,ins_1062784440,M2,j_313165,1,Terminated,266349,266401,m_463,1,1,84.0,98.0,0.11,0.11
3732,ins_835710939,M2,j_313165,1,Terminated,266345,266399,m_697,1,1,84.0,96.0,0.11,0.11
3733,ins_1136555812,M2,j_313165,1,Terminated,266286,266335,m_2448,1,1,91.0,102.0,0.09,0.1
3734,ins_235398995,M2,j_313165,1,Terminated,266299,266359,m_3305,1,1,82.0,92.0,0.1,0.1
3735,ins_12371359,M2,j_313165,1,Terminated,266230,266287,m_1507,1,1,84.0,96.0,0.07,0.09
3736,ins_1288866832,M2,j_313165,1,Terminated,266405,266465,m_3571,1,1,83.0,98.0,0.11,0.11
3737,ins_1269680328,M2,j_313165,1,Terminated,266345,266396,m_360,1,1,86.0,99.0,0.1,0.1
3738,ins_624640863,M2,j_313165,1,Terminated,266296,266354,m_3343,1,1,85.0,94.0,0.1,0.1
3739,ins_232065656,M2,j_313165,1,Terminated,266400,266456,m_2546,1,1,87.0,96.0,0.11,0.11
3740,ins_877236463,M2,j_313165,1,Terminated,266231,266296,m_3098,1,1,78.0,92.0,0.07,0.08
3742,ins_156645356,M2,j_313165,1,Terminated,266358,266408,m_2026,1,1,78.0,91.0,0.11,0.11
3743,ins_156645750,M2,j_313165,1,Terminated,266358,266410,m_1192,1,1,81.0,92.0,0.1,0.11
3744,ins_1252748405,M2,j_313165,1,Terminated,266352,266402,m_26,1,1,87.0,98.0,0.1,0.1
3745,ins_1201002701,M2,j_313165,1,Terminated,266401,266464,m_2753,1,1,75.0,98.0,0.11,0.11
3746,ins_1134037905,M2,j_313165,1,Terminated,266231,266290,m_2327,1,1,84.0,95.0,0.07,0.08
3747,ins_1055191514,M2,j_313165,1,Terminated,266287,266333,m_1737,1,1,91.0,102.0,0.1,0.11
3748,ins_400041998,M2,j_313165,1,Terminated,266335,266386,m_273,1,1,89.0,102.0,0.1,0.11
3749,ins_399332544,M2,j_313165,1,Terminated,266292,266346,m_1968,1,1,89.0,96.0,0.1,0.1
3750,ins_399172755,M2,j_313165,1,Terminated,266360,266398,m_1454,1,1,83.0,94.0,0.11,0.11
3751,ins_535939120,M2,j_313165,1,Terminated,266232,266284,m_4011,1,1,93.0,102.0,0.07,0.08
3753,ins_980104427,M2,j_313165,1,Terminated,266231,266296,m_2132,1,1,79.0,94.0,0.07,0.08
