,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
0,ins_393099031,M1,j_882343,1,Terminated,545021,545031,m_2462,1,1,78,124,0.04,0.05
1,ins_786160179,M1,j_882343,1,Terminated,545019,545031,m_211,1,1,70,118,0.04,0.06
2,ins_42340567,M1,j_882343,1,Terminated,545018,545032,m_3218,1,1,68,129,0.04,0.05
3,ins_651560075,M1,j_882343,1,Terminated,545036,545048,m_3717,1,1,74,117,0.05,0.06
4,ins_137215001,M1,j_882343,1,Terminated,545031,545043,m_1916,1,1,72,100,0.06,0.06
5,ins_484431676,M1,j_882343,1,Terminated,545021,545034,m_1778,1,1,69,99,0.04,0.05
6,ins_1035920546,M1,j_882343,1,Terminated,545029,545043,m_2758,1,1,70,126,0.05,0.06
7,ins_1151909608,M1,j_882343,1,Terminated,545025,545048,m_1672,1,1,41,119,0.04,0.06
8,ins_458674086,M1,j_882343,1,Terminated,545022,545035,m_3204,1,1,68,118,0.04,0.06
9,ins_867498452,M1,j_882343,1,Terminated,545018,545032,m_3315,1,1,65,122,0.04,0.05
10,ins_1339799290,M1,j_882343,1,Terminated,545021,545034,m_3482,1,1,66,109,0.04,0.06
11,ins_606825578,M1,j_882343,1,Terminated,545022,545035,m_849,1,1,64,112,0.04,0.05
12,ins_1272678107,M1,j_882343,1,Terminated,545034,545046,m_2391,1,1,75,141,0.05,0.06
14,ins_863081327,M1,j_882343,1,Terminated,545022,545034,m_1198,1,1,68,130,0.04,0.06
15,ins_534619016,M1,j_882343,1,Terminated,545029,545042,m_1872,1,1,68,116,0.04,0.06
16,ins_934944208,M1,j_882343,1,Terminated,545021,545034,m_2601,1,1,70,97,0.04,0.05
17,ins_747150844,M1,j_882343,1,Terminated,545033,545046,m_1880,1,1,75,120,0.05,0.06
18,ins_1288713020,M1,j_882343,1,Terminated,545018,545032,m_2426,1,1,73,168,0.05,0.07
19,ins_374694581,M1,j_882343,1,Terminated,545022,545034,m_670,1,1,65,104,0.04,0.05
20,ins_975713093,M1,j_882343,1,Terminated,545022,545031,m_2099,1,1,70,112,0.04,0.05
21,ins_753114956,M1,j_882343,1,Terminated,545032,545042,m_1722,1,1,83,127,0.06,0.06
22,ins_150729979,M1,j_882343,1,Terminated,545022,545036,m_1466,1,1,66,114,0.04,0.05
24,ins_1121706762,M1,j_882343,1,Terminated,545018,545030,m_84,1,1,68,114,0.04,0.05
25,ins_359043039,M1,j_882343,1,Terminated,545018,545026,m_1300,1,1,68,113,0.04,0.05
26,ins_1114944248,M1,j_882343,1,Terminated,545024,545026,m_814,1,1,80,106,0.03,0.03
28,ins_874687994,M1,j_882343,1,Terminated,545021,545039,m_1063,1,1,90,202,0.07,0.1
29,ins_643500743,M1,j_882343,1,Terminated,545018,545042,m_338,1,1,84,190,0.07,0.11
30,ins_349314776,M1,j_882343,1,Terminated,545026,545040,m_1031,1,1,71,140,0.05,0.06
32,ins_547472689,M1,j_882343,1,Terminated,545029,545044,m_69,1,1,66,146,0.05,0.06
33,ins_943863588,M1,j_882343,1,Terminated,545022,545034,m_849,1,1,71,113,0.04,0.06
34,ins_880600568,M1,j_882343,1,Terminated,545022,545037,m_2300,1,1,56,112,0.04,0.05
35,ins_715027518,M1,j_882343,1,Terminated,545018,545030,m_1094,1,1,69,105,0.04,0.05
36,ins_337049847,M1,j_882343,1,Terminated,545021,545033,m_3663,1,1,72,131,0.04,0.05
37,ins_1097614106,M1,j_882343,1,Terminated,545021,545033,m_2408,1,1,71,123,0.04,0.05
38,ins_1096171935,M1,j_882343,1,Terminated,545019,545042,m_2245,1,1,79,173,0.07,0.11
39,ins_1095726238,M1,j_882343,1,Terminated,545022,545032,m_579,1,1,73,117,0.04,0.04
40,ins_885337670,M1,j_882343,1,Terminated,545021,545027,m_3442,1,1,67,87,0.03,0.04
41,ins_784612623,M1,j_882343,1,Terminated,545034,545058,m_1205,1,1,76,179,0.07,0.11
42,ins_495616699,M1,j_882343,1,Terminated,545022,545034,m_3689,1,1,70,119,0.04,0.05
