,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
2496,ins_206503699,R5_4,j_1094224,1,Terminated,357667,357992,m_307,1,1,86.0,174.0,0.39,0.63
2508,ins_160186260,R5_4,j_1094224,1,Terminated,357666,358025,m_1515,1,1,80.0,174.0,0.39,0.63
2513,ins_88105110,R5_4,j_1094224,1,Terminated,357666,357965,m_3914,1,1,89.0,191.0,0.39,0.63
2515,ins_840928787,R5_4,j_1094224,1,Terminated,357665,357992,m_408,1,1,81.0,198.0,0.41,0.63
2516,ins_369273411,R5_4,j_1094224,1,Terminated,357666,358018,m_3770,1,1,76.0,167.0,0.41,0.63
2518,ins_78550540,R5_4,j_1094224,1,Terminated,357667,357982,m_606,1,1,88.0,182.0,0.39,0.63
2527,ins_840936049,R5_4,j_1094224,1,Terminated,357665,358019,m_3922,1,1,78.0,182.0,0.41,0.63
2529,ins_674105996,R5_4,j_1094224,1,Terminated,357666,357943,m_3322,1,1,93.0,198.0,0.4,0.63
2530,ins_731776350,R5_4,j_1094224,1,Terminated,357666,357999,m_117,1,1,80.0,166.0,0.41,0.63
2531,ins_1328973119,R5_4,j_1094224,1,Terminated,357667,358032,m_1497,1,1,78.0,177.0,0.4,0.63
2535,ins_966114511,R5_4,j_1094224,1,Terminated,357666,357988,m_3060,1,1,85.0,180.0,0.39,0.63
2551,ins_404166923,R5_4,j_1094224,1,Terminated,357666,357992,m_1900,1,1,86.0,179.0,0.39,0.63
2554,ins_133685839,R5_4,j_1094224,1,Terminated,357667,357951,m_3289,1,1,94.0,193.0,0.39,0.63
2563,ins_531099367,R5_4,j_1094224,1,Terminated,357666,357993,m_3484,1,1,80.0,198.0,0.41,0.63
2573,ins_160186097,R5_4,j_1094224,1,Terminated,357666,357970,m_2640,1,1,88.0,190.0,0.4,0.63
2576,ins_1209439587,R5_4,j_1094224,1,Terminated,357667,358004,m_826,1,1,84.0,172.0,0.4,0.63
2577,ins_540385224,R5_4,j_1094224,1,Terminated,357667,358065,m_1601,1,1,71.0,180.0,0.37,0.63
2579,ins_759365134,R5_4,j_1094224,1,Terminated,357668,358024,m_3285,1,1,81.0,167.0,0.4,0.63
2581,ins_404227623,R5_4,j_1094224,1,Terminated,357666,357970,m_700,1,1,89.0,188.0,0.4,0.63
