,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
0,ins_273314587,M4,j_1028209,1,Terminated,309205,309235,m_1505,1,1,93.0,202.0,,
1,ins_1188589952,M4,j_1028209,1,Terminated,309209,309230,m_3245,1,1,80.0,130.0,,
2,ins_577766737,M4,j_1028209,1,Terminated,309178,309190,m_3197,1,1,86.0,121.0,,
3,ins_470600017,M4,j_1028209,1,Terminated,309178,309191,m_642,1,1,83.0,143.0,,
4,ins_692942800,M4,j_1028209,1,Terminated,309178,309193,m_1465,1,1,77.0,118.0,,
5,ins_362949752,M4,j_1028209,1,Terminated,309213,309228,m_3212,1,1,95.0,183.0,0.12,0.14
6,ins_1233268653,M4,j_1028209,1,Terminated,309206,309233,m_204,1,1,95.0,208.0,,
7,ins_871980684,M4,j_1028209,1,Terminated,309200,309228,m_3442,1,1,98.0,203.0,0.16,0.22
8,ins_556969990,M4,j_1028209,1,Terminated,309194,309202,m_2593,1,1,93.0,137.0,,
10,ins_962202904,M4,j_1028209,1,Terminated,309203,309214,m_704,1,1,60.0,89.0,,
11,ins_958131279,M4,j_1028209,1,Terminated,309205,309234,m_3764,1,1,97.0,197.0,,
13,ins_984041072,M4,j_1028209,1,Terminated,309179,309191,m_4012,1,1,98.0,182.0,,
14,ins_464869579,M4,j_1028209,1,Terminated,309206,309240,m_688,1,1,84.0,165.0,,
15,ins_681418883,M4,j_1028209,1,Terminated,309200,309226,m_33,1,1,95.0,206.0,0.0,
16,ins_1215596424,M4,j_1028209,1,Terminated,309209,309239,m_1872,1,1,93.0,186.0,,
17,ins_824924709,M4,j_1028209,1,Terminated,309212,309225,m_2511,1,1,111.0,205.0,0.12,0.13
18,ins_723054168,M4,j_1028209,1,Terminated,309179,309192,m_1409,1,1,86.0,153.0,,
19,ins_995277147,M4,j_1028209,1,Terminated,309213,309232,m_444,1,1,77.0,151.0,,
20,ins_996965497,M4,j_1028209,1,Terminated,309195,309202,m_35,1,1,98.0,112.0,,
21,ins_456882100,M4,j_1028209,1,Terminated,309216,309238,m_1293,1,1,63.0,120.0,0.0,
22,ins_115045472,M4,j_1028209,1,Terminated,309177,309192,m_3078,1,1,80.0,124.0,,
23,ins_208956586,M4,j_1028209,1,Terminated,309178,309191,m_1227,1,1,77.0,172.0,,
24,ins_930704624,M4,j_1028209,1,Terminated,309178,309189,m_222,1,1,98.0,181.0,,
25,ins_449188186,M4,j_1028209,1,Terminated,309213,309230,m_2013,1,1,89.0,169.0,,
26,ins_815355171,M4,j_1028209,1,Terminated,309199,309208,m_3578,1,1,74.0,112.0,,
27,ins_679721423,M4,j_1028209,1,Terminated,309178,309190,m_191,1,1,98.0,186.0,,
28,ins_77978732,M4,j_1028209,1,Terminated,309216,309232,m_578,1,1,79.0,144.0,,
29,ins_872567892,M4,j_1028209,1,Terminated,309209,309225,m_1833,1,1,105.0,156.0,,
30,ins_1019079315,M4,j_1028209,1,Terminated,309179,309191,m_1353,1,1,96.0,177.0,0.08,0.11
31,ins_244606006,M4,j_1028209,1,Terminated,309181,309198,m_2368,1,1,60.0,156.0,0.06,0.1
32,ins_931876181,M4,j_1028209,1,Terminated,309194,309202,m_2137,1,1,90.0,140.0,,
33,ins_110462356,M4,j_1028209,1,Terminated,309206,309234,m_783,1,1,95.0,186.0,0.15,0.21
35,ins_1211420776,M4,j_1028209,1,Terminated,309212,309229,m_2440,1,1,91.0,158.0,0.0,
36,ins_723054410,M4,j_1028209,1,Terminated,309177,309189,m_2642,1,1,95.0,149.0,,
39,ins_52699278,M4,j_1028209,1,Terminated,309199,309208,m_3412,1,1,84.0,117.0,0.12,0.12
40,ins_51304100,M4,j_1028209,1,Terminated,309178,309189,m_3517,1,1,103.0,191.0,,
42,ins_898421092,M4,j_1028209,1,Terminated,309212,309228,m_2952,1,1,94.0,185.0,0.13,0.15
43,ins_1306609421,M4,j_1028209,1,Terminated,309195,309202,m_1125,1,1,92.0,122.0,,
44,ins_1306472012,M4,j_1028209,1,Terminated,309180,309195,m_727,1,1,77.0,162.0,0.07,0.1
46,ins_905212818,M4,j_1028209,1,Terminated,309192,309199,m_1143,1,1,95.0,130.0,,
