,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
6767,ins_951876277,R4_1_2_3,j_1299532,1,Terminated,462218,462713,m_1974,1,1,16.0,156.0,0.33,0.37
6768,ins_13777017,R4_1_2_3,j_1299532,1,Terminated,462218,462709,m_1730,1,1,17.0,159.0,0.33,0.37
6769,ins_262752716,R4_1_2_3,j_1299532,1,Terminated,462218,462663,m_1230,1,1,19.0,187.0,0.49,0.53
6774,ins_827851483,R4_1_2_3,j_1299532,1,Terminated,462218,462678,m_3966,1,1,16.0,161.0,0.33,0.37
6776,ins_1277229902,R4_1_2_3,j_1299532,1,Terminated,462218,462728,m_439,1,1,16.0,175.0,0.33,0.37
6777,ins_95112736,R4_1_2_3,j_1299532,1,Terminated,462218,462708,m_2132,1,1,17.0,147.0,0.33,0.37
6782,ins_715124264,R4_1_2_3,j_1299532,1,Terminated,462218,462708,m_1716,1,1,16.0,172.0,0.33,0.37
6785,ins_506789773,R4_1_2_3,j_1299532,1,Terminated,462218,462659,m_841,1,1,20.0,163.0,0.33,0.37
6787,ins_948601336,R4_1_2_3,j_1299532,1,Terminated,462218,462707,m_142,1,1,17.0,161.0,0.33,0.37
6788,ins_349769415,R4_1_2_3,j_1299532,1,Terminated,462218,462708,m_2901,1,1,17.0,160.0,0.33,0.37
6789,ins_1068639154,R4_1_2_3,j_1299532,1,Terminated,462218,462720,m_83,1,1,16.0,163.0,0.33,0.37
6791,ins_987305647,R4_1_2_3,j_1299532,1,Terminated,462218,462720,m_3793,1,1,17.0,164.0,0.33,0.37
6793,ins_100049894,R4_1_2_3,j_1299532,1,Terminated,462218,462671,m_3382,1,1,19.0,161.0,0.33,0.37
6797,ins_870557289,R4_1_2_3,j_1299532,1,Terminated,462218,462730,m_749,1,1,17.0,173.0,0.33,0.37
6799,ins_1277229476,R4_1_2_3,j_1299532,1,Terminated,462218,462742,m_2211,1,1,16.0,149.0,0.44,0.48
6800,ins_1277229825,R4_1_2_3,j_1299532,1,Terminated,462218,462727,m_1557,1,1,17.0,185.0,0.33,0.37
6802,ins_1277230048,R4_1_2_3,j_1299532,1,Terminated,462218,462731,m_3546,1,1,16.0,155.0,0.44,0.48
6803,ins_181406083,R4_1_2_3,j_1299532,1,Terminated,462218,462671,m_2954,1,1,19.0,174.0,0.39,0.43
6804,ins_957633090,R4_1_2_3,j_1299532,1,Terminated,462218,462665,m_1218,1,1,20.0,148.0,0.33,0.37
6808,ins_715123876,R4_1_2_3,j_1299532,1,Terminated,462218,462718,m_1163,1,1,18.0,187.0,0.33,0.37
6809,ins_100049751,R4_1_2_3,j_1299532,1,Terminated,462218,462663,m_2415,1,1,18.0,167.0,0.33,0.37
6812,ins_951876356,R4_1_2_3,j_1299532,1,Terminated,462218,462743,m_320,1,1,16.0,124.0,0.33,0.37
6813,ins_948593895,R4_1_2_3,j_1299532,1,Terminated,462218,462716,m_3771,1,1,17.0,141.0,0.33,0.37
6814,ins_100048777,R4_1_2_3,j_1299532,1,Terminated,462218,462660,m_1744,1,1,18.0,163.0,0.33,0.37
6815,ins_100049817,R4_1_2_3,j_1299532,1,Terminated,462218,462669,m_1061,1,1,19.0,177.0,0.33,0.37
6816,ins_95112009,R4_1_2_3,j_1299532,1,Terminated,462218,462702,m_1561,1,1,17.0,170.0,0.44,0.48
6817,ins_951876841,R4_1_2_3,j_1299532,1,Terminated,462218,462715,m_2630,1,1,16.0,174.0,0.33,0.37
6819,ins_339162386,R4_1_2_3,j_1299532,1,Terminated,462218,462700,m_986,1,1,18.0,170.0,0.33,0.37
6820,ins_827851353,R4_1_2_3,j_1299532,1,Terminated,462218,462688,m_3562,1,1,17.0,165.0,0.33,0.37
6821,ins_480435964,R4_1_2_3,j_1299532,1,Terminated,462218,462677,m_2213,1,1,18.0,166.0,0.33,0.37
6822,ins_1114563225,R4_1_2_3,j_1299532,1,Terminated,462218,462730,m_1102,1,1,18.0,182.0,0.56,0.6
6823,ins_100049615,R4_1_2_3,j_1299532,1,Terminated,462218,462674,m_2489,1,1,19.0,153.0,0.43,0.46
