,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
0,ins_327174893,M1,j_1081689,1,Terminated,264730,264958,m_2922,1,1,96.0,230.0,0.62,1.0
1,ins_858961575,M1,j_1081689,1,Terminated,264730,264942,m_2386,1,1,91.0,270.0,0.55,0.99
2,ins_1253059922,M1,j_1081689,1,Terminated,264921,264960,m_221,1,1,91.0,150.0,1.0,1.01
3,ins_220702862,M1,j_1081689,1,Terminated,264732,264987,m_2652,1,1,88.0,207.0,0.6,1.0
4,ins_881947786,M1,j_1081689,1,Terminated,264730,264962,m_1248,1,1,95.0,302.0,0.6,1.0
5,ins_299757695,M1,j_1081689,1,Terminated,264733,264960,m_2266,1,1,93.0,261.0,0.6,1.0
6,ins_1264900944,M1,j_1081689,1,Terminated,264950,264993,m_2235,1,1,89.0,259.0,1.0,1.01
7,ins_171930827,M1,j_1081689,1,Terminated,264949,264989,m_1014,1,1,86.0,136.0,1.0,1.01
8,ins_129209883,M1,j_1081689,1,Terminated,264730,264985,m_3135,1,1,88.0,295.0,0.61,1.0
9,ins_585997487,M1,j_1081689,1,Terminated,264730,265038,m_173,1,1,73.0,201.0,0.66,1.0
10,ins_71506311,M1,j_1081689,1,Terminated,264733,264978,m_4005,1,1,92.0,283.0,0.61,1.0
11,ins_1241939156,M1,j_1081689,1,Terminated,264730,264976,m_2330,1,1,91.0,246.0,0.6,1.0
12,ins_752044721,M1,j_1081689,1,Terminated,264945,264980,m_3337,1,1,89.0,164.0,1.0,1.01
13,ins_152864711,M1,j_1081689,1,Terminated,264733,265063,m_3609,1,1,66.0,239.0,0.73,1.0
14,ins_448902220,M1,j_1081689,1,Terminated,264730,264953,m_2245,1,1,90.0,221.0,0.55,0.97
15,ins_1032255982,M1,j_1081689,1,Terminated,264734,264968,m_1021,1,1,93.0,233.0,0.6,1.0
16,ins_1076758254,M1,j_1081689,1,Terminated,264733,264969,m_2928,1,1,90.0,326.0,0.59,1.0
17,ins_494205354,M1,j_1081689,1,Terminated,264730,264944,m_2631,1,1,92.0,238.0,0.52,0.97
18,ins_657250219,M1,j_1081689,1,Terminated,264948,264980,m_2095,1,1,98.0,219.0,1.01,1.01
19,ins_187082814,M1,j_1081689,1,Terminated,264730,264932,m_2640,1,1,95.0,293.0,0.54,0.96
20,ins_200056211,M1,j_1081689,1,Terminated,264754,264984,m_1546,1,1,93.0,197.0,0.62,1.01
21,ins_91812524,M1,j_1081689,1,Terminated,264730,264982,m_2272,1,1,93.0,304.0,0.64,1.01
22,ins_489873565,M1,j_1081689,1,Terminated,264733,265003,m_3186,1,1,90.0,237.0,0.64,1.01
23,ins_528929956,M1,j_1081689,1,Terminated,264732,264945,m_1680,1,1,93.0,232.0,0.56,0.99
24,ins_1001237048,M1,j_1081689,1,Terminated,264730,264992,m_258,1,1,92.0,230.0,0.64,1.01
25,ins_321461815,M1,j_1081689,1,Terminated,264949,264991,m_1451,1,1,86.0,276.0,0.99,1.01
26,ins_402818009,M1,j_1081689,1,Terminated,264949,264988,m_1917,1,1,87.0,218.0,1.0,1.01
27,ins_627399088,M1,j_1081689,1,Terminated,264732,264996,m_2836,1,1,85.0,279.0,0.6,1.0
28,ins_164496343,M1,j_1081689,1,Terminated,264730,264992,m_1722,1,1,83.0,304.0,0.66,1.0
29,ins_696294485,M1,j_1081689,1,Terminated,264730,264949,m_765,1,1,89.0,305.0,0.55,0.99
30,ins_548570989,M1,j_1081689,1,Terminated,264733,264955,m_1898,1,1,90.0,315.0,0.56,0.99
31,ins_375778281,M1,j_1081689,1,Terminated,264942,264978,m_761,1,1,94.0,168.0,1.01,1.01
32,ins_1335693891,M1,j_1081689,1,Terminated,264730,264979,m_3223,1,1,90.0,212.0,0.62,1.0
33,ins_62760781,M1,j_1081689,1,Terminated,264951,264989,m_1244,1,1,96.0,172.0,1.01,1.02
34,ins_1272955880,M1,j_1081689,1,Terminated,264730,264982,m_1018,1,1,90.0,271.0,0.63,1.0
35,ins_745767617,M1,j_1081689,1,Terminated,264732,264977,m_3559,1,1,91.0,260.0,0.62,1.0
36,ins_327174759,M1,j_1081689,1,Terminated,264730,264952,m_2766,1,1,99.0,257.0,0.62,1.0
37,ins_1175195818,M1,j_1081689,1,Terminated,264732,264927,m_2602,1,1,98.0,275.0,0.55,0.99
38,ins_441784371,M1,j_1081689,1,Terminated,264730,264957,m_3147,1,1,99.0,283.0,0.62,1.0
39,ins_409825843,M1,j_1081689,1,Terminated,264733,264981,m_1400,1,1,89.0,231.0,0.61,1.0
40,ins_1240065529,M1,j_1081689,1,Terminated,264945,264980,m_2982,1,1,93.0,269.0,0.99,1.01
41,ins_1079865067,M1,j_1081689,1,Terminated,264732,265003,m_1898,1,1,88.0,239.0,0.64,1.01
42,ins_854971093,M1,j_1081689,1,Terminated,264730,264951,m_3159,1,1,100.0,286.0,0.6,1.0
43,ins_1174146836,M1,j_1081689,1,Terminated,264733,264955,m_2744,1,1,98.0,236.0,0.61,1.0
44,ins_820068652,M1,j_1081689,1,Terminated,264730,264979,m_126,1,1,89.0,237.0,0.61,1.0
45,ins_800601565,M1,j_1081689,1,Terminated,264730,264979,m_3196,1,1,99.0,190.0,0.64,1.01
46,ins_1077361563,M1,j_1081689,1,Terminated,264733,264957,m_3859,1,1,90.0,272.0,0.57,0.99
47,ins_873925330,M1,j_1081689,1,Terminated,264730,264998,m_327,1,1,90.0,309.0,0.65,1.01
48,ins_1035986911,M1,j_1081689,1,Terminated,264730,264977,m_901,1,1,88.0,319.0,0.61,1.0
49,ins_415869008,M1,j_1081689,1,Terminated,264730,264981,m_352,1,1,87.0,294.0,0.59,1.0
50,ins_750599306,M1,j_1081689,1,Terminated,264729,264951,m_1558,1,1,93.0,198.0,0.57,1.0
51,ins_281406206,M1,j_1081689,1,Terminated,264754,264991,m_3686,1,1,90.0,243.0,0.64,1.01
52,ins_872495767,M1,j_1081689,1,Terminated,264730,265022,m_311,1,1,91.0,249.0,0.68,1.02
53,ins_412921667,M1,j_1081689,1,Terminated,264733,264948,m_2577,1,1,94.0,300.0,0.57,1.0
54,ins_1333629736,M1,j_1081689,1,Terminated,264733,264967,m_3381,1,1,92.0,268.0,0.6,1.0
55,ins_315553337,M1,j_1081689,1,Terminated,264730,264980,m_1136,1,1,88.0,245.0,0.6,1.0
56,ins_680487794,M1,j_1081689,1,Terminated,264730,264971,m_2695,1,1,92.0,295.0,0.6,1.0
57,ins_1273262128,M1,j_1081689,1,Terminated,264732,264991,m_3844,1,1,93.0,314.0,0.64,1.01
58,ins_762379119,M1,j_1081689,1,Terminated,264733,264976,m_519,1,1,89.0,308.0,0.6,1.0
59,ins_375783449,M1,j_1081689,1,Terminated,264730,264950,m_700,1,1,92.0,221.0,0.57,1.0
60,ins_681862929,M1,j_1081689,1,Terminated,264733,264981,m_459,1,1,90.0,239.0,0.61,1.0
61,ins_1271239940,M1,j_1081689,1,Terminated,264730,264952,m_1653,1,1,98.0,291.0,0.6,1.0
62,ins_99891531,M1,j_1081689,1,Terminated,264730,264983,m_2121,1,1,90.0,346.0,0.61,1.0
63,ins_1277724768,M1,j_1081689,1,Terminated,264733,264981,m_3693,1,1,89.0,277.0,0.6,1.0
64,ins_10870791,M1,j_1081689,1,Terminated,264948,264984,m_1093,1,1,85.0,174.0,1.0,1.0
65,ins_582070306,M1,j_1081689,1,Terminated,264733,264958,m_1115,1,1,96.0,240.0,0.61,1.0
66,ins_646266108,M1,j_1081689,1,Terminated,264730,264944,m_27,1,1,93.0,223.0,0.56,0.99
67,ins_963411025,M1,j_1081689,1,Terminated,264750,264970,m_368,1,1,96.0,258.0,0.63,1.0
68,ins_91812063,M1,j_1081689,1,Terminated,264734,265013,m_3138,1,1,86.0,289.0,0.65,1.01
69,ins_913258592,M1,j_1081689,1,Terminated,264732,264938,m_454,1,1,100.0,301.0,0.57,1.0
70,ins_1044595636,M1,j_1081689,1,Terminated,264732,264980,m_74,1,1,90.0,243.0,0.61,1.0
71,ins_523700498,M1,j_1081689,1,Terminated,264730,264989,m_1593,1,1,85.0,302.0,0.6,1.0
72,ins_409307911,M1,j_1081689,1,Terminated,264730,264997,m_2045,1,1,91.0,289.0,0.65,1.01
73,ins_999775771,M1,j_1081689,1,Terminated,264730,264966,m_3801,1,1,93.0,258.0,0.59,1.0
74,ins_499592226,M1,j_1081689,1,Terminated,264732,264991,m_1542,1,1,91.0,308.0,0.65,1.01
75,ins_1272955617,M1,j_1081689,1,Terminated,264733,264980,m_2409,1,1,88.0,339.0,0.6,1.0
76,ins_606168024,M1,j_1081689,1,Terminated,264926,264969,m_3723,1,1,85.0,155.0,0.99,1.0
77,ins_1109157501,M1,j_1081689,1,Terminated,264730,265106,m_768,1,1,64.0,314.0,0.75,1.01
78,ins_800977449,M1,j_1081689,1,Terminated,264733,264988,m_967,1,1,86.0,304.0,0.62,1.0
79,ins_658226954,M1,j_1081689,1,Terminated,264730,264942,m_271,1,1,89.0,242.0,0.55,0.97
80,ins_80422749,M1,j_1081689,1,Terminated,264730,264924,m_1652,1,1,100.0,306.0,0.55,0.99
81,ins_72191350,M1,j_1081689,1,Terminated,264733,264980,m_1756,1,1,90.0,216.0,0.61,1.0
82,ins_1344121573,M1,j_1081689,1,Terminated,264953,264984,m_1222,1,1,91.0,160.0,1.0,1.01
83,ins_60362996,M1,j_1081689,1,Terminated,264730,264925,m_318,1,1,101.0,244.0,0.55,0.99
84,ins_681087779,M1,j_1081689,1,Terminated,264730,264957,m_2945,1,1,97.0,245.0,0.61,1.0
85,ins_173632485,M1,j_1081689,1,Terminated,264730,264951,m_2313,1,1,98.0,261.0,0.61,1.0
86,ins_329909564,M1,j_1081689,1,Terminated,264938,264981,m_3346,1,1,79.0,112.0,1.0,1.01
87,ins_1184332120,M1,j_1081689,1,Terminated,264730,264942,m_955,1,1,91.0,258.0,0.54,0.99
88,ins_1109157174,M1,j_1081689,1,Terminated,264730,264955,m_3355,1,1,99.0,245.0,0.61,1.0
89,ins_586826459,M1,j_1081689,1,Terminated,264730,264964,m_2388,1,1,93.0,244.0,0.6,1.0
90,ins_80362238,M1,j_1081689,1,Terminated,264730,264973,m_1396,1,1,92.0,254.0,0.61,1.0
91,ins_686423659,M1,j_1081689,1,Terminated,264732,264975,m_74,1,1,90.0,287.0,0.61,1.0
